requirement_id,family,requirement_record_sha256,owner,accountable_owner,required_approvers,verification_methods,primary_design,primary_work_package,supporting_work_packages,phase,supporting_phases,entry_gate,acceptance_gate,supporting_gates,test_target,result_target,approval_status,approval_reference
MODE-014,MODE,4030f163a6b57ebff5b4ef0eab1b2f0f77210eeaea49c30ee8018bf15ddf7108,SA,SA,"PO, MO, SA, SO","T,A",web/OPERATING_MODES.md,NG-WP-04,NG-WP-01;NG-WP-02;NG-WP-03;NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-014,NGR-MODE-014,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-015,MODE,3a98e5a4320f7e162b5a157999a4dbdf51a79d524bf52748f70b5247428ef37e,SA,SA,"PO, MO, SA, SO",T,web/OPERATING_MODES.md,NG-WP-04,NG-WP-01;NG-WP-02;NG-WP-03;NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-015,NGR-MODE-015,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-016,MODE,ed4fa586861c634472ea85fa739852cc8452ccc9092d25145d09487eaca3b96a,MO,MO,"PO, MO, SA, SO","T,D",web/OPERATING_MODES.md,NG-WP-04,NG-WP-01;NG-WP-02;NG-WP-03;NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-016,NGR-MODE-016,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-017,MODE,d91a68573ebc42891c77558493d8679992a13603fda98b0cf8943a173cb03269,MO,MO,"PO, MO, SA, SO","T,D",web/OPERATING_MODES.md,NG-WP-04,NG-WP-01;NG-WP-02;NG-WP-03;NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-017,NGR-MODE-017,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-018,MODE,6e0a45156e12e157ac266a4a249847c8337196df98c61cfaaff084dd37c9afee,SO,SO,"PO, MO, SA, SO",T,web/OPERATING_MODES.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-018,NGR-MODE-018,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-019,MODE,82ee4606398175b39f54c8ff02fd0ba0e3c5c92349540b42e630273273096e9f,SO,SO,"PO, MO, SA, SO",T,web/OPERATING_MODES.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-019,NGR-MODE-019,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-020,MODE,52d1218dbf3c45145cac501e21dd79d2b4f44d66f46321834452eeeda4038572,SA,SA,"PO, MO, SA, SO","A,T",web/OPERATING_MODES.md,NG-WP-03,NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-020,NGR-MODE-020,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-021,MODE,12c860014b4e52c6fba421fd103bc073744ba019ebd5734ba04887cb5d86703d,SO,SO,"PO, MO, SA, SO",T,web/OPERATING_MODES.md,NG-WP-04,NG-WP-01;NG-WP-02;NG-WP-03;NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-021,NGR-MODE-021,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-022,MODE,5bb88cbd7c5dd2081930460a6d5c90e850d37f8818f5683974383f6996686a39,MO,MO,"PO, MO, SA, SO","T,D",web/OPERATING_MODES.md,NG-WP-04,NG-WP-01;NG-WP-02;NG-WP-03;NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-022,NGR-MODE-022,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-023,MODE,2398be77de8cb8537f7dfae98c7de29feadc9be5e997c581f055c55faccdc6ae,SO,SO,"PO, MO, SA, SO","T,D",web/OPERATING_MODES.md,NG-WP-01,NG-WP-03;NG-WP-05;NG-WP-08,1,,G0,G7,,NGV-MODE-023,NGR-MODE-023,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-024,MODE,5e43e171e991ada686a44c31c455b32561d16269558d287fcd21d05be32a80a8,SO,SO,"PO, MO, SA, SO",T,web/OPERATING_MODES.md,NG-WP-01,NG-WP-03;NG-WP-05;NG-WP-08,1,,G0,G7,,NGV-MODE-024,NGR-MODE-024,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-025,MODE,313ca2f11a8141209f5e36e64bb4c2d8a2fc3cc290eea640148ff89c7b7605fc,MO/SO,PENDING_OWNER_SELECTION,"PO, MO, SA, SY, SO","T,D",web/OPERATING_MODES.md,NG-WP-04,NG-WP-01;NG-WP-03;NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-025,NGR-MODE-025,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-026,MODE,b74a5ceb7a4b9901bb8b1580500fa8a1b8997818b112ee0525b755b28722c697,SA/MO,PENDING_OWNER_SELECTION,"PO, MO, SA, SY, SO","T,A,D",web/OPERATING_MODES.md,NG-WP-04,NG-WP-01;NG-WP-03;NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-026,NGR-MODE-026,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
MODE-027,MODE,c86055d4d19ac456c788132fafa67160e34349838979dc438d5c7848a273c0d4,SO,SO,"MO, SA, SY, SO, CM","I,T",web/OPERATING_MODES.md,NG-WP-04,NG-WP-01;NG-WP-03;NG-WP-05;NG-WP-08,3,,G0,G7,,NGV-MODE-027,NGR-MODE-027,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-001,GIT,fac4694e7578dcc3e2fb461512ad4a3dd2da944edeb9cfd4cddaad64870bd224,CM,CM,"PO, LA, SO, CM","I,T",procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-001,NGR-GIT-001,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-002,GIT,a670a5744f7cd3f76f97414920888959796c04edcfc399bbc8b9f4cfbf90d5c4,CM,CM,"PO, LA, SO, CM","I,T",procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-002,NGR-GIT-002,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-003,GIT,24a43c235a0763a95e02c5eeda905c3f2af9ee165cb98ef9435b51379adda401,LA,LA,"PO, LA, SO, CM",T,procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-003,NGR-GIT-003,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-004,GIT,0ef4a6ba6133a06a7239d460b9c7f828c0ac51d691f2c729f341b17015fb5e12,CM,CM,"PO, LA, SO, CM",T,procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-004,NGR-GIT-004,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-005,GIT,9d822f2d30424f3c87d47442951b1f29eeeeb9fc6e69aec4406c55a6f87c32ce,CM,CM,"PO, LA, SO, CM",T,procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-005,NGR-GIT-005,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-006,GIT,9ded525fd716a963e6f3a8cc758f68e90ee8acb7f6d2fb098a980850c9b3f674,CM,CM,"PO, LA, SO, CM","D,T",procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-006,NGR-GIT-006,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-007,GIT,32521f5d42c6e049d2749ecead9491b0a63b0a0509e727a39ec3247aaa2d4f3a,CM,CM,"PO, LA, SO, CM",T,procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-007,NGR-GIT-007,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-008,GIT,8e1284455e54b6c5f008aac15b64f8998f4ffe4a8541c3ea12bfb2750612d44c,SO,SO,"PO, LA, SO, CM","I,T",procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-008,NGR-GIT-008,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-009,GIT,5019d40e09da9963520b4b74af2cb5579aaf386e6322ddf58e9ec2127fda74dc,SO,SO,"PO, LA, SO, CM",T,procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-009,NGR-GIT-009,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-010,GIT,c7ff4894a9ef951788281fbc25e0dc066549a0c47da8ff9a0a4f43bac42a1aaa,QL,QL,"PO, LA, SO, CM",T,procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-010,NGR-GIT-010,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-011,GIT,cecf2fbd49ce1c48e85e605806acc456440f38c1744ea79741dcacb9081f594d,SO,SO,"PO, LA, SO, CM",T,procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-011,NGR-GIT-011,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-012,GIT,c7d9383196f811f98795497bad2c429e2559eb5133ae06e55edf411e7dddae5a,MO,MO,"PO, LA, SO, CM","I,D",procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-012,NGR-GIT-012,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-013,GIT,cce9aeb8c07b59d3a62c2b4665457355bc4c493813ed532f510b90b8621a0c87,CM,CM,"PO, LA, SO, CM","I,T",procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-013,NGR-GIT-013,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-014,GIT,1ebda5efe66e9730a359c8e44be080a0ff369bf84f4eb8a3d4b09ed3b8207164,CM,CM,"PO, LA, SO, CM","I,T",procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-014,NGR-GIT-014,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-015,GIT,3c616618f3a910a950871d0157127fabec76fab6ad9587ba44ca9c4e1adbdce2,LA,LA,"PO, LA, SO, CM",T,procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-015,NGR-GIT-015,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-016,GIT,72956139fbb062ca6261318cb8f7558511b444576631025a58f35bc2674e9988,CM,CM,"PO, LA, SO, CM",T,procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-016,NGR-GIT-016,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-017,GIT,ee31cb7bc23fe1b120c043a2c2c053bf52bf7d92d41cf9aa828e6592cf4f385e,CM,CM,"PO, LA, SO, CM","I,T",procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-017,NGR-GIT-017,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-018,GIT,0bd711e4c6adf8cf782af44b527b38183dd7505a8bbd9e6902296435a7b0ad08,CM,CM,"PO, LA, SO, CM",T,procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-018,NGR-GIT-018,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-019,GIT,133681db135bdaf429495ad46278387f6493ae4b197f285f1b79e8fc47f7ef35,MO,MO,"PO, LA, SO, CM",T,procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-019,NGR-GIT-019,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-020,GIT,763da08662d5256ddfa26aeff7f0c1a79899897b435760935bc8a5eddb550997,CM,CM,"PO, LA, SO, CM",T,procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-020,NGR-GIT-020,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-021,GIT,c2078a377724518cee678502d2d4cd7436bfb4578a0da85d26649c5452a22758,SO,SO,"PO, LA, SO, CM",T,procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-021,NGR-GIT-021,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-022,GIT,c3f22130ed748650df1e3f8bb1d214e74f2294536001dfad0ca75f722b03b908,QL,QL,"PO, LA, SO, CM",T,procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-022,NGR-GIT-022,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-023,GIT,77b0ae2d1a5ec0ef909869e56ca27367c66432122dbca73764fbb1b811e0ccf4,CM,CM,"PO, LA, SO, CM",T,procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-023,NGR-GIT-023,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
GIT-024,GIT,92990a6c126d2b3cefef922a47c29cf85f5523a94709fdab9c528544cc84cae1,PO,PO,"PO, LA, SO, CM","D,T",procedures/AUTHORING_AND_GIT.md,NG-WP-03,NG-WP-05;NG-WP-08,4,,G0,G3,,NGV-GIT-024,NGR-GIT-024,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-001,REL,b29738ff00141081622d23c3d87f1640c25e839e197ed525d53228f8b1931f24,SA,SA,"MO, SA, DA, SO, CM",T,architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-001,NGR-REL-001,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-002,REL,ab1563340042ae4f50d2dfab2e98482daa1f53ad11cb8ae86ecbd753c2de2b22,SA,SA,"MO, SA, DA, SO, CM",T,architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-002,NGR-REL-002,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-003,REL,e6b3a924cbcbb0b8f50a08e3f703ce2e0066e8d71960f6b325d4ad9e729a42db,SA,SA,"MO, SA, DA, SO, CM","A,T",architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-003,NGR-REL-003,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-004,REL,0c5fb3158607455675253ddb2ab20564059f22b2f28a11e8556b190e08b24ed6,MO,MO,"MO, SA, DA, SO, CM","T,E",architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-004,NGR-REL-004,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-005,REL,2fb1d4173ec375914bb9171e4394adbf4530e36bcc29d34c19459b32312968f2,MO,MO,"MO, SA, DA, SO, CM","T,A",architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-005,NGR-REL-005,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-006,REL,aae0e41609ebf5db23a2ca35f1504c6f117ee555d8efb9eff95c2faf9167909d,MO,MO,"MO, SA, DA, SO, CM",T,architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-006,NGR-REL-006,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-007,REL,122e39d26897222e681fbeb86cf7d1028f87279c92f5b1d92ff4ac1c2bff42e0,SA,SA,"MO, SA, DA, SO, CM",T,architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-007,NGR-REL-007,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-008,REL,4c3afea1faf17c097782e87ee193e4bff8942f7b7ea0ca71bd9cf323ef07e472,DA,DA,"MO, SA, DA, SO, CM",T,architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-008,NGR-REL-008,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-009,REL,1d5113cec96944203218c1888d2b064e4152252370d4d027184a0eff573ceeb7,QL,QL,"MO, SA, DA, SO, CM","T,E",architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-009,NGR-REL-009,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-010,REL,3156ae360ee553c8d7395928634623fe26a34d5788fe75c9042b33b1653ef286,PO,PO,"MO, SA, DA, SO, CM","I,A",architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-010,NGR-REL-010,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-011,REL,b0d58a6a6b997a3199696b611d54114e78c857917fbcc186959146ef990e2a57,MO,MO,"MO, SA, DA, SO, CM",T,architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-011,NGR-REL-011,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-012,REL,1db4d2c1888177981f930abc7cafaecdf7ba163b397eaaa56b3352a01e130a73,SA,SA,"MO, SA, DA, SO, CM","T,E",architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-012,NGR-REL-012,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-013,REL,6682b009012d12c24dc051c36682ab436e6b02ba900e5c06e97001833241be2a,CM,CM,"MO, SA, DA, SO, CM",E,architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-013,NGR-REL-013,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-014,REL,312409dbad2497985b10a2f8fc057c60aad315f439cece0d24be10cf6b8a6bd9,SA,SA,"MO, SA, DA, SO, CM","A,T",architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-014,NGR-REL-014,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-015,REL,83b5d662050e60046e53c534d5f87ef25ffacb460f246fc36296327a3fc98b5d,PO,PO,"MO, SA, DA, SO, CM","I,A",architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-015,NGR-REL-015,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-016,REL,144a9eac5ed948757e635e26532bdba6644993cb84796c6d39c65ab0605c0101,SA,SA,"MO, SA, DA, SO, CM",T,architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-016,NGR-REL-016,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-017,REL,4c6018e6c46a18ae543f4ea9dd4fdef99f27166840cba48214f21c1349ed802f,SA,SA,"MO, SA, DA, SO, CM","T,A",architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-017,NGR-REL-017,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-018,REL,300176afcdcf3496866f4dcd359fdb13e8dd2bd2a708f242ea9ac348307e70ca,SA,SA,"MO, SA, DA, SO, CM",T,architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-018,NGR-REL-018,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-019,REL,acb9fc01f774d5188e87859b4193d876b8de844f48d49d5a473662db9f436883,MO,MO,"MO, SA, DA, SO, CM",T,architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-019,NGR-REL-019,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-020,REL,b2414c2eda4540e6bfee79c5de1207135cc26916c9379e9668c8bd5c43855815,SA,SA,"MO, SA, DA, SO, CM","I,T",architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-020,NGR-REL-020,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-021,REL,20ef49beab9fb88dd35333d3931afad2a3ddd8b214f3e96f7a346597ed3d806e,MO,MO,"MO, SA, DA, SO, CM",T,architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-021,NGR-REL-021,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-022,REL,f7ed18eb5920fc600c80726b9dce220d23e47503a0be7b0e05a8ee5d523aaa41,SA,SA,"MO, SA, DA, SO, CM",T,architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-022,NGR-REL-022,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-023,REL,6ed26525afbe2284a4bef3e4662264b920f1b4e09a0a738b8b68589c79c8d3fa,SA,SA,"MO, SA, DA, SO, CM","A,T",architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-023,NGR-REL-023,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-024,REL,9419e42a2c9d06923b9f285bf190b7e79a41b8d48ca5d3eb463d11495d6b84cc,CM,CM,"MO, SA, DA, SO, CM","T,E",architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-024,NGR-REL-024,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-025,REL,9a4803d8aec9bc3134b34f6bc79a87403e7a8c1c27e5c7e33674a1cfdfa878cc,MO,MO,"MO, SA, DA, SO, CM","T,E",architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-025,NGR-REL-025,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-026,REL,cf33092a80752b6944ea974985450857b2112457dfe20ab3e9ea08dee262804c,MO,MO,"MO, SA, DA, SO, CM","T,D",architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-026,NGR-REL-026,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-027,REL,6393af82d287496e825a4a3edc93312ae26d9e21f10261e3e645b9686b2ba185,QL,QL,"MO, SA, DA, SO, CM",T,architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-027,NGR-REL-027,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-028,REL,7f9a36e5636de3451870378d026c9878d0a737e62755024f43a598c53d5f1f86,SA,SA,"MO, SA, DA, SO, CM",T,architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-028,NGR-REL-028,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
REL-029,REL,5c0de87df60f39fc36ab6fd1ddbe55fe4dc74047ee76b2ba08216557b9f50efc,MO,MO,"MO, SA, DA, SO, CM","T,E",architecture/RELIABILITY_AND_RECOVERY.md,NG-WP-07,NG-WP-08,7,,G0,G4,,NGV-REL-029,NGR-REL-029,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-001,SEC,cb09fd37a3c67e57ceff6546ce543032d726d3d607dc76e1511cd17314cb7023,GA/SY,PENDING_OWNER_SELECTION,"GA, SY, RO, AS, SO","I,A",security/NIST_REQUIREMENT_ASSESSMENT_MATRIX.md,NG-WP-00,NG-WP-06;NG-WP-08,0,6;8,G0,G0,G5;G9,NGV-SEC-001,NGR-SEC-001,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-002,SEC,4d4368e6397f0489a0a80ea2179622e42c5bc2436a11c715fa4b8b4207dcac5e,SY/SO,PENDING_OWNER_SELECTION,"GA, SY, RO, AS, SO","I,E",security/NIST_REQUIREMENT_ASSESSMENT_MATRIX.md,NG-WP-00,NG-WP-06;NG-WP-08,0,6;8,G0,G0,G5;G9,NGV-SEC-002,NGR-SEC-002,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SEC-003,SEC,b9339f33f2183356626446a2eb61a70070d0703fe4354704ce51fc05976d8500,SO,SO,"GA, SY, RO, MO, SA, SO","I,T",security/SECURITY_ARCHITECTURE.md,NG-WP-01,NG-WP-02;NG-WP-04;NG-WP-06;NG-WP-08,1,,G0,G5,,NGV-SEC-003,NGR-SEC-003,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
